Play #,State,Action,Reward,Next State,Terminated
6,[-0.11890501  0.05185832],2,-1.0,[-0.06838931  0.05051569],0
6,[-0.06838931  0.05051569],2,-1.0,[-0.01932119  0.04906813],0
6,[-0.01932119  0.04906813],2,-1.0,[0.02825114 0.04757233],0
6,[0.02825114 0.04757233],2,-1.0,[0.07433244 0.0460813 ],0
6,[0.07433244 0.0460813 ],2,-1.0,[0.11897564 0.0446432 ],0
6,[0.11897564 0.0446432 ],2,-1.0,[0.1622764  0.04330076],0
6,[0.1622764  0.04330076],2,-1.0,[0.20436761 0.04209121],0
6,[0.20436761 0.04209121],2,-1.0,[0.24541415 0.04104654],0
6,[0.24541415 0.04104654],2,-1.0,[0.2856082  0.04019405],0
6,[0.2856082  0.04019405],2,-1.0,[0.32516515 0.03955695],0
6,[0.32516515 0.03955695],2,-1.0,[0.36432022 0.03915505],0
6,[0.36432022 0.03915505],2,-1.0,[0.40332562 0.03900541],0
6,[0.40332562 0.03900541],2,-1.0,[0.44244844 0.03912281],0
6,[0.44244844 0.03912281],2,-1.0,[0.4819686  0.03952017],0
6,[0.4819686  0.03952017],2,-1.0,[0.5221774  0.04020876],1
7,"(array([-0.40716225,  0.        ], dtype=float32), {})",2,-1.0,[-4.0701786e-01  1.4437699e-04],0
7,[-4.0701786e-01  1.4437699e-04],2,-1.0,[-4.0673012e-01  2.8773662e-04],0
7,[-4.0673012e-01  2.8773662e-04],2,-1.0,[-0.40630105  0.00042907],0
7,[-0.40630105  0.00042907],2,-1.0,[-0.40573367  0.00056738],0
7,[-0.40573367  0.00056738],2,-1.0,[-0.40503198  0.0007017 ],0
7,[-0.40503198  0.0007017 ],2,-1.0,[-0.40420088  0.00083108],0
7,[-0.40420088  0.00083108],2,-1.0,[-0.40324628  0.00095462],0
7,[-0.40324628  0.00095462],1,-1.0,[-4.0317482e-01  7.1463284e-05],0
7,[-4.0317482e-01  7.1463284e-05],1,-1.0,[-0.40398702 -0.0008122 ],0
7,[-0.40398702 -0.0008122 ],1,-1.0,[-0.40567717 -0.00169016],0
7,[-0.40567717 -0.00169016],1,-1.0,[-0.4082334  -0.00255624],0
7,[-0.4082334  -0.00255624],1,-1.0,[-0.4116377  -0.00340431],0
7,[-0.4116377  -0.00340431],1,-1.0,[-0.41586602 -0.00422832],0
7,[-0.41586602 -0.00422832],2,-1.0,[-0.41988835 -0.00402232],0
7,[-0.41988835 -0.00402232],2,-1.0,[-0.42367598 -0.00378766],0
7,[-0.42367598 -0.00378766],2,-1.0,[-0.4272019 -0.0035259],0
7,[-0.4272019 -0.0035259],2,-1.0,[-0.43044075 -0.00323885],0
7,[-0.43044075 -0.00323885],2,-1.0,[-0.43336922 -0.00292847],0
7,[-0.43336922 -0.00292847],2,-1.0,[-0.43596616 -0.00259696],0
7,[-0.43596616 -0.00259696],2,-1.0,[-0.43821284 -0.00224666],0
7,[-0.43821284 -0.00224666],2,-1.0,[-0.44009292 -0.00188007],0
7,[-0.44009292 -0.00188007],2,-1.0,[-0.44159275 -0.00149984],0
7,[-0.44159275 -0.00149984],2,-1.0,[-0.44270143 -0.0011087 ],0
7,[-0.44270143 -0.0011087 ],2,-1.0,[-0.44341093 -0.00070949],0
7,[-0.44341093 -0.00070949],2,-1.0,[-4.4371605e-01 -3.0511225e-04],0
7,[-4.4371605e-01 -3.0511225e-04],2,-1.0,[-4.4361454e-01  1.0148549e-04],0
7,[-4.4361454e-01  1.0148549e-04],2,-1.0,[-0.44310722  0.00050734],0
7,[-0.44310722  0.00050734],2,-1.0,[-0.4421977   0.00090951],0
7,[-0.4421977   0.00090951],2,-1.0,[-0.44089267  0.00130505],0
7,[-0.44089267  0.00130505],2,-1.0,[-0.43920156  0.0016911 ],0
7,[-0.43920156  0.0016911 ],2,-1.0,[-0.4371367   0.00206486],0
7,[-0.4371367   0.00206486],2,-1.0,[-0.43471307  0.00242364],0
7,[-0.43471307  0.00242364],2,-1.0,[-0.43194818  0.00276487],0
7,[-0.43194818  0.00276487],2,-1.0,[-0.42886207  0.00308612],0
7,[-0.42886207  0.00308612],2,-1.0,[-0.42547694  0.00338512],0
7,[-0.42547694  0.00338512],2,-1.0,[-0.42181715  0.00365979],0
7,[-0.42181715  0.00365979],2,-1.0,[-0.4179089   0.00390823],0
7,[-0.4179089   0.00390823],2,-1.0,[-0.41378015  0.00412878],0
7,[-0.41378015  0.00412878],2,-1.0,[-0.4094602   0.00431995],0
7,[-0.4094602   0.00431995],2,-1.0,[-0.40497965  0.00448055],0
7,[-0.40497965  0.00448055],1,-1.0,[-0.40137008  0.00360956],0
7,[-0.40137008  0.00360956],1,-1.0,[-0.39865685  0.00271325],0
7,[-0.39865685  0.00271325],0,-1.0,[-0.39785886  0.00079797],0
7,[-0.39785886  0.00079797],0,-1.0,[-0.39898172 -0.00112287],0
7,[-0.39898172 -0.00112287],0,-1.0,[-0.4020176  -0.00303588],0
7,[-0.4020176  -0.00303588],0,-1.0,[-0.40694526 -0.00492765],0
7,[-0.40694526 -0.00492765],0,-1.0,[-0.41373006 -0.0067848 ],0
7,[-0.41373006 -0.0067848 ],0,-1.0,[-0.42232403 -0.00859398],0
7,[-0.42232403 -0.00859398],0,-1.0,[-0.43266594 -0.01034191],0
7,[-0.43266594 -0.01034191],0,-1.0,[-0.4446814  -0.01201548],0
7,[-0.4446814  -0.01201548],0,-1.0,[-0.45828325 -0.01360184],0
7,[-0.45828325 -0.01360184],0,-1.0,[-0.47337183 -0.01508858],0
7,[-0.47337183 -0.01508858],0,-1.0,[-0.4898357  -0.01646386],0
7,[-0.4898357  -0.01646386],0,-1.0,[-0.5075523  -0.01771665],0
7,[-0.5075523  -0.01771665],0,-1.0,[-0.5263893  -0.01883695],0
7,[-0.5263893  -0.01883695],0,-1.0,[-0.54620534 -0.01981602],0
7,[-0.54620534 -0.01981602],0,-1.0,[-0.5668519 -0.0206466],0
7,[-0.5668519 -0.0206466],0,-1.0,[-0.58817506 -0.02132311],0
7,[-0.58817506 -0.02132311],0,-1.0,[-0.6100168  -0.02184181],0
7,[-0.6100168  -0.02184181],0,-1.0,[-0.63221776 -0.02220092],0
7,[-0.63221776 -0.02220092],0,-1.0,[-0.6546184  -0.02240061],0
7,[-0.6546184  -0.02240061],0,-1.0,[-0.67706144 -0.02244307],0
7,[-0.67706144 -0.02244307],0,-1.0,[-0.6993938  -0.02233233],0
7,[-0.6993938  -0.02233233],0,-1.0,[-0.7214679  -0.02207415],0
7,[-0.7214679  -0.02207415],0,-1.0,[-0.7431437  -0.02167576],0
7,[-0.7431437  -0.02167576],0,-1.0,[-0.7642894  -0.02114566],0
7,[-0.7642894  -0.02114566],0,-1.0,[-0.78478265 -0.02049331],0
7,[-0.78478265 -0.02049331],0,-1.0,[-0.8045115  -0.01972881],0
7,[-0.8045115  -0.01972881],0,-1.0,[-0.82337415 -0.01886264],0
7,[-0.82337415 -0.01886264],0,-1.0,[-0.8412795  -0.01790537],0
7,[-0.8412795  -0.01790537],0,-1.0,[-0.8581469  -0.01686742],0
7,[-0.8581469  -0.01686742],0,-1.0,[-0.8739058  -0.01575883],0
7,[-0.8739058  -0.01575883],0,-1.0,[-0.8884949  -0.01458913],0
7,[-0.8884949  -0.01458913],1,-1.0,[-0.90086204 -0.01236717],0
7,[-0.90086204 -0.01236717],1,-1.0,[-0.9109663  -0.01010423],0
7,[-0.9109663  -0.01010423],1,-1.0,[-0.9187764  -0.00781013],0
7,[-0.9187764  -0.00781013],1,-1.0,[-0.9242698  -0.00549338],0
7,[-0.9242698  -0.00549338],1,-1.0,[-0.9274313  -0.00316146],0
7,[-0.9274313  -0.00316146],2,-1.0,[-9.2725235e-01  1.7889422e-04],0
7,[-9.2725235e-01  1.7889422e-04],2,-1.0,[-0.9237336   0.00351878],0
7,[-0.9237336   0.00351878],2,-1.0,[-0.91688436  0.00684925],0
7,[-0.91688436  0.00684925],2,-1.0,[-0.90672374  0.01016062],0
7,[-0.90672374  0.01016062],2,-1.0,[-0.8932818   0.01344189],0
7,[-0.8932818   0.01344189],2,-1.0,[-0.87660176  0.01668008],0
7,[-0.87660176  0.01668008],2,-1.0,[-0.85674196  0.01985976],0
7,[-0.85674196  0.01985976],2,-1.0,[-0.83377934  0.02296267],0
7,[-0.83377934  0.02296267],2,-1.0,[-0.8078118   0.02596753],0
7,[-0.8078118   0.02596753],2,-1.0,[-0.7789617   0.02885007],0
7,[-0.7789617   0.02885007],2,-1.0,[-0.74737835  0.03158338],0
7,[-0.74737835  0.03158338],2,-1.0,[-0.71323985  0.03413847],0
7,[-0.71323985  0.03413847],2,-1.0,[-0.6767546   0.03648528],0
7,[-0.6767546   0.03648528],2,-1.0,[-0.63816065  0.03859396],0
7,[-0.63816065  0.03859396],2,-1.0,[-0.59772426  0.04043635],0
7,[-0.59772426  0.04043635],2,-1.0,[-0.55573654  0.04198772],0
7,[-0.55573654  0.04198772],2,-1.0,[-0.51250815  0.04322838],0
7,[-0.51250815  0.04322838],2,-1.0,[-0.46836296  0.04414522],0
7,[-0.46836296  0.04414522],2,-1.0,[-0.42363012  0.04473285],0
7,[-0.42363012  0.04473285],2,-1.0,[-0.37863582  0.04499427],0
7,[-0.37863582  0.04499427],2,-1.0,[-0.33369485  0.044941  ],0
7,[-0.33369485  0.044941  ],2,-1.0,[-0.28910232  0.04459252],0
7,[-0.28910232  0.04459252],2,-1.0,[-0.24512699  0.04397532],0
7,[-0.24512699  0.04397532],2,-1.0,[-0.20200562  0.04312138],0
7,[-0.20200562  0.04312138],2,-1.0,[-0.15993905  0.04206657],0
7,[-0.15993905  0.04206657],2,-1.0,[-0.11909018  0.04084887],0
7,[-0.11909018  0.04084887],2,-1.0,[-0.07958344  0.03950673],0
7,[-0.07958344  0.03950673],2,-1.0,[-0.0415058   0.03807765],0
7,[-0.0415058   0.03807765],2,-1.0,[-0.00490879  0.036597  ],0
7,[-0.00490879  0.036597  ],2,-1.0,[0.03018848 0.03509727],0
7,[0.03018848 0.03509727],2,-1.0,[0.063796   0.03360752],0
7,[0.063796   0.03360752],2,-1.0,[0.09594917 0.03215317],0
7,[0.09594917 0.03215317],2,-1.0,[0.1267052  0.03075602],0
7,[0.1267052  0.03075602],2,-1.0,[0.15613967 0.02943447],0
7,[0.15613967 0.02943447],2,-1.0,[0.18434343 0.02820376],0
7,[0.18434343 0.02820376],2,-1.0,[0.21141985 0.02707642],0
7,[0.21141985 0.02707642],2,-1.0,[0.23748249 0.02606265],0
7,[0.23748249 0.02606265],2,-1.0,[0.26265323 0.02517073],0
7,[0.26265323 0.02517073],2,-1.0,[0.28706074 0.0244075 ],0
7,[0.28706074 0.0244075 ],2,-1.0,[0.31083938 0.02377865],0
7,[0.31083938 0.02377865],2,-1.0,[0.3341285  0.02328911],0
7,[0.3341285  0.02328911],2,-1.0,[0.35707188 0.02294338],0
7,[0.35707188 0.02294338],2,-1.0,[0.3798176  0.02274574],0
7,[0.3798176  0.02274574],2,-1.0,[0.40251812 0.02270051],0
7,[0.40251812 0.02270051],2,-1.0,[0.42533034 0.02281224],0
7,[0.42533034 0.02281224],2,-1.0,[0.4484162  0.02308586],0
7,[0.4484162  0.02308586],1,-1.0,[0.47094297 0.02252676],0
7,[0.47094297 0.02252676],1,-1.0,[0.49307644 0.02213348],0
7,[0.49307644 0.02213348],1,-1.0,[0.5149813  0.02190488],1
8,"(array([-0.5299569,  0.       ], dtype=float32), {})",1,-1.0,[-5.299092e-01  4.768306e-05],0
8,[-5.299092e-01  4.768306e-05],1,-1.0,[-5.298142e-01  9.500856e-05],0
8,[-5.298142e-01  9.500856e-05],2,-1.0,[-0.5286726   0.00114162],0
8,[-0.5286726   0.00114162],2,-1.0,[-0.5264929   0.00217967],0
8,[-0.5264929   0.00217967],2,-1.0,[-0.5232915   0.00320138],0
8,[-0.5232915   0.00320138],2,-1.0,[-0.51909244  0.00419908],0
8,[-0.51909244  0.00419908],2,-1.0,[-0.51392716  0.00516528],0
8,[-0.51392716  0.00516528],2,-1.0,[-0.50783443  0.00609275],0
8,[-0.50783443  0.00609275],2,-1.0,[-0.50085986  0.00697456],0
8,[-0.50085986  0.00697456],2,-1.0,[-0.4930557   0.00780415],0
8,[-0.4930557   0.00780415],2,-1.0,[-0.48448032  0.0085754 ],0
8,[-0.48448032  0.0085754 ],2,-1.0,[-0.4751976   0.00928269],0
8,[-0.4751976   0.00928269],2,-1.0,[-0.46527666  0.00992095],0
8,[-0.46527666  0.00992095],2,-1.0,[-0.45479092  0.01048576],0
8,[-0.45479092  0.01048576],2,-1.0,[-0.44381756  0.01097336],0
8,[-0.44381756  0.01097336],2,-1.0,[-0.43243685  0.0113807 ],0
8,[-0.43243685  0.0113807 ],2,-1.0,[-0.42073137  0.01170548],0
8,[-0.42073137  0.01170548],2,-1.0,[-0.40878522  0.01194616],0
8,[-0.40878522  0.01194616],2,-1.0,[-0.39668322  0.01210198],0
8,[-0.39668322  0.01210198],2,-1.0,[-0.38451028  0.01217295],0
8,[-0.38451028  0.01217295],2,-1.0,[-0.37235048  0.01215979],0
8,[-0.37235048  0.01215979],2,-1.0,[-0.36028653  0.01206396],0
8,[-0.36028653  0.01206396],2,-1.0,[-0.348399    0.01188753],0
8,[-0.348399    0.01188753],2,-1.0,[-0.3367658  0.0116332],0
8,[-0.3367658  0.0116332],2,-1.0,[-0.32546163  0.01130418],0
8,[-0.32546163  0.01130418],2,-1.0,[-0.3145575   0.01090413],0
8,[-0.3145575   0.01090413],2,-1.0,[-0.3041204   0.01043708],0
8,[-0.3041204   0.01043708],2,-1.0,[-0.29421303  0.00990738],0
8,[-0.29421303  0.00990738],2,-1.0,[-0.28489342  0.0093196 ],0
8,[-0.28489342  0.0093196 ],2,-1.0,[-0.276215    0.00867845],0
8,[-0.276215    0.00867845],2,-1.0,[-0.26822624  0.00798876],0
8,[-0.26822624  0.00798876],2,-1.0,[-0.26097083  0.0072554 ],0
8,[-0.26097083  0.0072554 ],1,-1.0,[-0.2554876   0.00548325],0
8,[-0.2554876   0.00548325],1,-1.0,[-0.25180525  0.00368232],0
8,[-0.25180525  0.00368232],1,-1.0,[-0.2499429   0.00186236],0
8,[-0.2499429   0.00186236],0,-1.0,[-0.25091004 -0.00096716],0
8,[-0.25091004 -0.00096716],0,-1.0,[-0.25470176 -0.00379172],0
8,[-0.25470176 -0.00379172],0,-1.0,[-0.2612985  -0.00659672],0
8,[-0.2612985  -0.00659672],0,-1.0,[-0.27066565 -0.00936714],0
8,[-0.27066565 -0.00936714],0,-1.0,[-0.2827529  -0.01208727],0
8,[-0.2827529  -0.01208727],0,-1.0,[-0.2974934 -0.0147405],0
8,[-0.2974934 -0.0147405],0,-1.0,[-0.31480262 -0.0173092 ],0
8,[-0.31480262 -0.0173092 ],0,-1.0,[-0.33457738 -0.01977476],0
8,[-0.33457738 -0.01977476],0,-1.0,[-0.35669503 -0.02211766],0
8,[-0.35669503 -0.02211766],0,-1.0,[-0.38101283 -0.02431778],0
8,[-0.38101283 -0.02431778],0,-1.0,[-0.40736768 -0.02635486],0
8,[-0.40736768 -0.02635486],0,-1.0,[-0.4355767  -0.02820903],0
8,[-0.4355767  -0.02820903],0,-1.0,[-0.46543828 -0.02986155],0
8,[-0.46543828 -0.02986155],0,-1.0,[-0.4967338  -0.03129555],0
8,[-0.4967338  -0.03129555],0,-1.0,[-0.52923065 -0.03249682],0
8,[-0.52923065 -0.03249682],0,-1.0,[-0.5626852  -0.03345458],0
8,[-0.5626852  -0.03345458],0,-1.0,[-0.5968473 -0.0341621],0
8,[-0.5968473 -0.0341621],0,-1.0,[-0.6314645  -0.03461715],0
8,[-0.6314645  -0.03461715],0,-1.0,[-0.66628665 -0.0348222 ],0
8,[-0.66628665 -0.0348222 ],0,-1.0,[-0.7010711  -0.03478443],0
8,[-0.7010711  -0.03478443],0,-1.0,[-0.73558646 -0.03451538],0
8,[-0.73558646 -0.03451538],0,-1.0,[-0.76961696 -0.0340305 ],0
8,[-0.76961696 -0.0340305 ],0,-1.0,[-0.80296534 -0.03334838],0
8,[-0.80296534 -0.03334838],0,-1.0,[-0.8354553  -0.03248994],0
8,[-0.8354553  -0.03248994],0,-1.0,[-0.8669329 -0.0314776],0
8,[-0.8669329 -0.0314776],0,-1.0,[-0.8972673  -0.03033435],0
8,[-0.8972673  -0.03033435],0,-1.0,[-0.9263503  -0.02908301],0
8,[-0.9263503  -0.02908301],0,-1.0,[-0.9540958  -0.02774551],0
8,[-0.9540958  -0.02774551],1,-1.0,[-0.9794382  -0.02534239],0
8,[-0.9794382  -0.02534239],1,-1.0,[-1.0023321  -0.02289387],0
8,[-1.0023321  -0.02289387],1,-1.0,[-1.0227485  -0.02041648],0
8,[-1.0227485  -0.02041648],1,-1.0,[-1.0406717 -0.0179232],0
8,[-1.0406717 -0.0179232],1,-1.0,[-1.0560954  -0.01542368],0
8,[-1.0560954  -0.01542368],1,-1.0,[-1.0690199  -0.01292457],0
8,[-1.0690199  -0.01292457],2,-1.0,[-1.0784498  -0.00942993],0
8,[-1.0784498  -0.00942993],2,-1.0,[-1.0843908  -0.00594091],0
8,[-1.0843908  -0.00594091],2,-1.0,[-1.0868473  -0.00245645],0
8,[-1.0868473  -0.00245645],2,-1.0,[-1.0858214e+00  1.0258832e-03],0
8,[-1.0858214e+00  1.0258832e-03],2,-1.0,[-1.0813123   0.00450912],0
8,[-1.0813123   0.00450912],2,-1.0,[-1.0733162   0.00799604],0
8,[-1.0733162   0.00799604],2,-1.0,[-1.0618279   0.01148837],0
8,[-1.0618279   0.01148837],2,-1.0,[-1.0468419   0.01498596],0
8,[-1.0468419   0.01498596],2,-1.0,[-1.028356    0.01848596],0
8,[-1.028356    0.01848596],2,-1.0,[-1.006374    0.02198197],0
8,[-1.006374    0.02198197],2,-1.0,[-0.9809107   0.02546324],0
8,[-0.9809107   0.02546324],2,-1.0,[-0.95199674  0.02891397],0
8,[-0.95199674  0.02891397],2,-1.0,[-0.91968405  0.0323127 ],0
8,[-0.91968405  0.0323127 ],2,-1.0,[-0.88405204  0.035632  ],0
8,[-0.88405204  0.035632  ],2,-1.0,[-0.84521353  0.03883849],0
8,[-0.84521353  0.03883849],2,-1.0,[-0.80332017  0.0418934 ],0
8,[-0.80332017  0.0418934 ],2,-1.0,[-0.75856656  0.04475361],0
8,[-0.75856656  0.04475361],2,-1.0,[-0.711193    0.04737351],0
8,[-0.711193    0.04737351],2,-1.0,[-0.6614857   0.04970736],0
8,[-0.6614857   0.04970736],2,-1.0,[-0.6097734   0.05171227],0
8,[-0.6097734   0.05171227],2,-1.0,[-0.556422    0.05335141],0
8,[-0.556422    0.05335141],2,-1.0,[-0.5018248   0.05459718],0
8,[-0.5018248   0.05459718],2,-1.0,[-0.44639084  0.055434  ],0
8,[-0.44639084  0.055434  ],2,-1.0,[-0.39053074  0.0558601 ],0
8,[-0.39053074  0.0558601 ],2,-1.0,[-0.33464235  0.05588838],0
8,[-0.33464235  0.05588838],2,-1.0,[-0.27909642  0.0555459 ],0
8,[-0.27909642  0.0555459 ],2,-1.0,[-0.22422422  0.0548722 ],0
8,[-0.22422422  0.0548722 ],2,-1.0,[-0.17030743  0.05391681],0
8,[-0.17030743  0.05391681],2,-1.0,[-0.11757135  0.05273607],0
8,[-0.11757135  0.05273607],2,-1.0,[-0.06618138  0.05138997],0
8,[-0.06618138  0.05138997],2,-1.0,[-0.01624229  0.04993909],0
8,[-0.01624229  0.04993909],2,-1.0,[0.03219977 0.04844205],0
8,[0.03219977 0.04844205],2,-1.0,[0.07915348 0.04695371],0
8,[0.07915348 0.04695371],2,-1.0,[0.12467734 0.04552386],0
8,[0.12467734 0.04552386],2,-1.0,[0.16887406 0.04419671],0
8,[0.16887406 0.04419671],2,-1.0,[0.2118848  0.04301074],0
8,[0.2118848  0.04301074],2,-1.0,[0.2538838  0.04199903],0
8,[0.2538838  0.04199903],2,-1.0,[0.2950736  0.04118979],0
8,[0.2950736  0.04118979],2,-1.0,[0.3356806  0.04060699],0
8,[0.3356806  0.04060699],2,-1.0,[0.37595168 0.04027108],0
8,[0.37595168 0.04027108],2,-1.0,[0.41615126 0.04019959],0
8,[0.41615126 0.04019959],2,-1.0,[0.45655888 0.04040761],0
8,[0.45655888 0.04040761],2,-1.0,[0.49746707 0.0409082 ],0
8,[0.49746707 0.0409082 ],2,-1.0,[0.5391795  0.04171241],1
9,"(array([-0.43572384,  0.        ], dtype=float32), {})",2,-1.0,[-4.3537530e-01  3.4854547e-04],0
9,[-4.3537530e-01  3.4854547e-04],2,-1.0,[-0.43468073  0.00069457],0
9,[-0.43468073  0.00069457],1,-1.0,[-4.3464518e-01  3.5563142e-05],0
9,[-4.3464518e-01  3.5563142e-05],1,-1.0,[-0.43526888 -0.0006237 ],0
9,[-0.43526888 -0.0006237 ],1,-1.0,[-0.4365473  -0.00127845],0
9,[-0.4365473  -0.00127845],1,-1.0,[-0.43847126 -0.00192394],0
9,[-0.43847126 -0.00192394],1,-1.0,[-0.44102672 -0.00255548],0
9,[-0.44102672 -0.00255548],2,-1.0,[-0.4431952  -0.00216845],0
9,[-0.4431952  -0.00216845],2,-1.0,[-0.44496083 -0.00176565],0
9,[-0.44496083 -0.00176565],2,-1.0,[-0.44631082 -0.00134998],0
9,[-0.44631082 -0.00134998],2,-1.0,[-0.44723526 -0.00092446],0
9,[-0.44723526 -0.00092446],2,-1.0,[-0.44772744 -0.00049219],0
9,[-0.44772744 -0.00049219],2,-1.0,[-4.4778377e-01 -5.6321100e-05],0
9,[-4.4778377e-01 -5.6321100e-05],2,-1.0,[-4.4740382e-01  3.7995621e-04],0
9,[-4.4740382e-01  3.7995621e-04],2,-1.0,[-0.44659036  0.00081346],0
9,[-0.44659036  0.00081346],2,-1.0,[-0.44534934  0.00124102],0
9,[-0.44534934  0.00124102],2,-1.0,[-0.44368982  0.00165952],0
9,[-0.44368982  0.00165952],2,-1.0,[-0.4416239   0.00206593],0
9,[-0.4416239   0.00206593],2,-1.0,[-0.43916658  0.0024573 ],0
9,[-0.43916658  0.0024573 ],2,-1.0,[-0.43633577  0.0028308 ],0
9,[-0.43633577  0.0028308 ],2,-1.0,[-0.433152    0.00318378],0
9,[-0.433152    0.00318378],2,-1.0,[-0.42963827  0.00351373],0
9,[-0.42963827  0.00351373],2,-1.0,[-0.42581996  0.00381832],0
9,[-0.42581996  0.00381832],2,-1.0,[-0.42172453  0.00409545],0
9,[-0.42172453  0.00409545],2,-1.0,[-0.4173813   0.00434323],0
9,[-0.4173813   0.00434323],2,-1.0,[-0.41282126  0.00456001],0
9,[-0.41282126  0.00456001],2,-1.0,[-0.40807688  0.00474439],0
9,[-0.40807688  0.00474439],2,-1.0,[-0.40318167  0.00489522],0
9,[-0.40318167  0.00489522],2,-1.0,[-0.39817005  0.0050116 ],0
9,[-0.39817005  0.0050116 ],2,-1.0,[-0.39307714  0.00509293],0
9,[-0.39307714  0.00509293],2,-1.0,[-0.3879383   0.00513884],0
9,[-0.3879383   0.00513884],2,-1.0,[-0.38278905  0.00514924],0
9,[-0.38278905  0.00514924],1,-1.0,[-0.37866476  0.0041243 ],0
9,[-0.37866476  0.0041243 ],1,-1.0,[-0.3755935   0.00307122],0
9,[-0.3755935   0.00307122],1,-1.0,[-0.37359622  0.0019973 ],0
9,[-0.37359622  0.0019973 ],0,-1.0,[-3.7368637e-01 -9.0130852e-05],0
9,[-3.7368637e-01 -9.0130852e-05],0,-1.0,[-0.3758633  -0.00217695],0
9,[-0.3758633  -0.00217695],0,-1.0,[-0.38011235 -0.00424905],0
9,[-0.38011235 -0.00424905],0,-1.0,[-0.38640463 -0.00629227],0
9,[-0.38640463 -0.00629227],0,-1.0,[-0.39469704 -0.00829242],0
9,[-0.39469704 -0.00829242],0,-1.0,[-0.40493232 -0.01023527],0
9,[-0.40493232 -0.01023527],0,-1.0,[-0.4170389  -0.01210659],0
9,[-0.4170389  -0.01210659],0,-1.0,[-0.43093115 -0.01389224],0
9,[-0.43093115 -0.01389224],0,-1.0,[-0.44650948 -0.01557833],0
9,[-0.44650948 -0.01557833],0,-1.0,[-0.46366084 -0.01715136],0
9,[-0.46366084 -0.01715136],0,-1.0,[-0.4822593  -0.01859848],0
9,[-0.4822593  -0.01859848],0,-1.0,[-0.50216705 -0.01990773],0
9,[-0.50216705 -0.01990773],0,-1.0,[-0.5232354  -0.02106836],0
9,[-0.5232354  -0.02106836],0,-1.0,[-0.5453065  -0.02207108],0
9,[-0.5453065  -0.02207108],0,-1.0,[-0.56821483 -0.02290839],0
9,[-0.56821483 -0.02290839],0,-1.0,[-0.5917896  -0.02357477],0
9,[-0.5917896  -0.02357477],0,-1.0,[-0.6158565  -0.02406689],0
9,[-0.6158565  -0.02406689],0,-1.0,[-0.6402403  -0.02438376],0
9,[-0.6402403  -0.02438376],0,-1.0,[-0.66476697 -0.02452669],0
9,[-0.66476697 -0.02452669],0,-1.0,[-0.68926626 -0.0244993 ],0
9,[-0.68926626 -0.0244993 ],0,-1.0,[-0.7135736  -0.02430732],0
9,[-0.7135736  -0.02430732],0,-1.0,[-0.73753196 -0.0239584 ],0
9,[-0.73753196 -0.0239584 ],0,-1.0,[-0.7609938 -0.0234618],0
9,[-0.7609938 -0.0234618],0,-1.0,[-0.7838219  -0.02282808],0
9,[-0.7838219  -0.02282808],0,-1.0,[-0.80589056 -0.02206869],0
9,[-0.80589056 -0.02206869],0,-1.0,[-0.8270862  -0.02119565],0
9,[-0.8270862  -0.02119565],0,-1.0,[-0.8473074  -0.02022118],0
9,[-0.8473074  -0.02022118],0,-1.0,[-0.8664648  -0.01915738],0
9,[-0.8664648  -0.01915738],0,-1.0,[-0.8844807  -0.01801594],0
9,[-0.8844807  -0.01801594],0,-1.0,[-0.9012886  -0.01680794],0
9,[-0.9012886  -0.01680794],0,-1.0,[-0.91683227 -0.01554364],0
9,[-0.91683227 -0.01554364],0,-1.0,[-0.9310647  -0.01423241],0
9,[-0.9310647  -0.01423241],0,-1.0,[-0.9439473  -0.01288261],0
9,[-0.9439473  -0.01288261],0,-1.0,[-0.9554489  -0.01150159],0
9,[-0.9554489  -0.01150159],1,-1.0,[-0.9645446  -0.00909569],0
9,[-0.9645446  -0.00909569],1,-1.0,[-0.97121674 -0.00667215],0
9,[-0.97121674 -0.00667215],1,-1.0,[-0.97545356 -0.00423682],0
9,[-0.97545356 -0.00423682],1,-1.0,[-0.9772481 -0.0017945],0
9,[-0.9772481 -0.0017945],1,-1.0,[-9.765974e-01  6.506549e-04],0
9,[-9.765974e-01  6.506549e-04],2,-1.0,[-0.97250265  0.00409479],0
9,[-0.97250265  0.00409479],2,-1.0,[-0.96497035  0.00753228],0
9,[-0.96497035  0.00753228],2,-1.0,[-0.9540137  0.0109566],0
9,[-0.9540137  0.0109566],2,-1.0,[-0.9396542   0.01435955],0
9,[-0.9396542   0.01435955],2,-1.0,[-0.92192364  0.01773057],0
9,[-0.92192364  0.01773057],2,-1.0,[-0.9008675   0.02105608],0
9,[-0.9008675   0.02105608],2,-1.0,[-0.8765485   0.02431903],0
9,[-0.8765485   0.02431903],2,-1.0,[-0.84905     0.02749852],0
9,[-0.84905     0.02749852],2,-1.0,[-0.8184803   0.03056967],0
9,[-0.8184803   0.03056967],2,-1.0,[-0.7849764   0.03350389],0
9,[-0.7849764   0.03350389],2,-1.0,[-0.748707    0.03626942],0
9,[-0.748707    0.03626942],2,-1.0,[-0.7098747  0.0388323],0
9,[-0.7098747  0.0388323],2,-1.0,[-0.6687169   0.04115778],0
9,[-0.6687169   0.04115778],2,-1.0,[-0.6255048   0.04321211],0
9,[-0.6255048   0.04321211],2,-1.0,[-0.58054024  0.04496456],0
9,[-0.58054024  0.04496456],2,-1.0,[-0.5341507   0.04638954],0
